web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,created-date,new-price,description-text
"1698797045-312","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2012-occasion-10128448","AUDI A3 1.6 TDI Attraction","","CHF 12'500.–","12.2012","Limousine","114'000 km","Diesel","Boîte manuelle","105 PS (77 kW)","Traction avant","3.8 l/100 km","Non","","Non","Non","","Sonnenbergstrasse 5, 8603 Schwerzenbach","Listing ID: 10128448","2022-12-26","Non",""
"1698797058-313","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2014-occasion-10958179","AUDI A3 Sportback 1.6 TDI Ambiente","","CHF 12'500.–","11.2014","Limousine","105'000 km","Diesel","Boîte manuelle","110 PS (81 kW)","Traction avant","3.8 l/100 km","Oui","23.01.2023","Non","Non","","Zellmatte 10, 6214 Schenkon","Listing ID: 10958179","2023-10-20","Non","Hammer Service und freundlicher Eigentümer! Habe mein Auto vorbeigebracht zur ..."
"1698797071-314","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10108167","AUDI A3 Sportback 1.6 TDI Ambiente S-tronic","Sparsamer A3 Automat ab MFK. Xenon/ Klimaautomatik/ PDC/ Sitzheizung","CHF 12'690.–","03.2013","Limousine","139'100 km","Diesel","Boîte manuelle automatisée","105 PS (77 kW)","Traction avant","4.3 l/100 km","Oui","16.12.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Schneidersmatt 16, 3184 Wünnewil","Listing ID: 10108167","2022-12-16","Non","Frisch ab Service und MFK, neue Bremsen hinten, neue Winterreifen. Sommer und Winteraluräder."
"1698797084-315","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10902911","AUDI A3 Sportback 2.0 TFSI Sport S-tronic","Servicegepflegtes und schönes Auto. Panoramadach. Hat Hagelschaden.","CHF 12'800.–","09.2016","Limousine","152'000 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","Traction avant","5.7 l/100 km","Non","22.07.2019","Non","Non","","Luzernerstrasse 4, 4806 Wikon","Listing ID: 10902911","2023-09-30","Non","8-Fach bereift auf Alu-Felgen.
Panoramadach


Ausstellungsort:
Auto Wiss
Kantonsstrasse 7
6232 Geuensee"
"1698797097-316","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-9766025","AUDI A3 Sportback 1.4 TFSI Ambition S-tronic","","CHF 12'900.–","08.2013","Limousine","161'000 km","Essence","Boîte manuelle automatisée","140 PS (103 kW)","Traction avant","4.7 l/100 km","Oui","08.02.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Lochgraben 1, 3185 Schmitten","Listing ID: 9766025","2022-11-14","Non","CH Fahrzeug"
"1698797114-317","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-9920876","AUDI A3 Sportback 1.8 TFSI Ambition quattro","","CHF 12'900.–","11.2010","Limousine","500 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.5 l/100 km","Oui","29.09.2022","Non","Non","","Salvatorenstrasse 82, 7000 Chur","Listing ID: 9920876","2022-11-14","Non","Motor komplett neu Revidiert erst 500km
Kupplung neu

Sehr gepflegtes Fahrzeug

Carrosserie hat 147'000km


Top Ausstattung:
Tempomat
Klimaautomatik
Parksensoren hinten
Xenon-Licht

Optional 12 Monate Garantie 690.-.

Ablieferungspauschale Netto 300.- (Tankfüllung/ Vignette/ Umschreibung)


Wir freuen uns auf Ihren Kontakt"
"1698797130-318","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2011-occasion-9748752","AUDI A3 1.8 TFSI Ambition quattro","Top gepflegtes Fahrzeug S-Line","CHF 12'900.–","07.2011","Limousine","147'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.5 l/100 km","Oui","06.07.2021","Non","Non","","Salvatorenstrasse 82, 7000 Chur","Listing ID: 9748752","2022-11-14","Non","Top gepflegtes Fahrzeug
S-Line
Komplett neue 18 Zoll Sommerrad

Neue Steuerkette
Frisch ab Service


Optional 12 Monate Garantie auf Motor und Getriebe 590.-.

Ablieferungspauschale Netto 390.-.


Eintausch/ Leasing/ Finanzierung möglich."
"1698797143-319","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10431318","AUDI A3 Sportback 1.8 TFSI Ambiente S-tronic","","CHF 12'900.–","05.2013","Limousine","208'000 km","Essence","Boîte manuelle automatisée","180 PS (132 kW)","Traction avant","5.6 l/100 km","Oui","24.03.2023","Non","Non","","Kändlenstrasse 1, 2543 Lengnau","Listing ID: 10431318","2023-04-13","Non","Nein Danke, definitiv!"
"1698797158-320","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2014-occasion-10632425","AUDI A3 Sportback 1.2 TFSI Ambiente","*CH-Fzg*ab MFK & Service*12 Mt Garantie*Xenon & LED*Navi*Audi Pre Sense*Tempomat*P-Distanz*Bluetooth*Interface*Isofix v*Klima","CHF 12'900.–","11.2014","Limousine","98'200 km","Essence","Boîte manuelle","110 PS (81 kW)","Traction avant","4.9 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Hintere wässeristrasse 8a, 8340 Hinwil ZH","Listing ID: 10632425","2023-06-21","Non","- Top gepflegtes CH-Fahrzeug, Audi A3, Schaltgetriebe 
- Ab MFK und Service, 12 Monate Quality1 Garantie
- Serviceheftgepflegt durch zugelassene AUDI Garage
- Navigation, Audi music interface, Einparkhilfe, Autohold
- Stoff Ausstattung, Tempomat, LED Rückleuchten, DAB
- Xenon Plus Scheinwerfer mit Tagfahrlicht in LED-Technik
- Active Lane Assist, Audi Pre Sense, Drive Select, Bluetooth 
- Klimaanlage, P-Distanz, El Fenster, Isofix vorne und hinten

- Bei Fragen stehen wir Ihnen gerne zur Verfügung"
"1698797173-321","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10902950","AUDI A3 Sportback 1.4 TFSI Ambiente","","CHF 12'900.–","04.2013","Limousine","133'000 km","Essence","Boîte manuelle","122 PS (90 kW)","Traction avant","5.3 l/100 km","Oui","","Non","Non","","Sägegasse 9a, 3110 Münsingen","Listing ID: 10902950","2023-09-30","Non","Sehr geehrte Damen und Herren

Vielen Dank, dass Sie uns Ihr Vertrauen schenken.

Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen gerne zur Verfügung.

Besichtigungen/ Probefahrten
Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können.
Besichtigungen sind auch ausserhalb der Öffnungszeiten möglich.

Leasing/ Finanzierung
Gerne erstellen wir für Sie eine passende Offerte.

Eintausch/ Ablösung bestehender Leasingverträge
Gerne tauschen wir Ihr Fahrzeug ein und kümmern uns auch um bestehende Leasingverträge.

Garantie
Für Fahrzeuge welche jünger als 12 Jahre sind und nicht über 180'000 km gelaufen sind bieten wir diverse Garantien an.
Für weitere Informationen bezüglich Garantien können Sie uns gerne anrufen.

Einlösung/ Umschreibung/ Versicherung
Bei Bedarf erledigen wir für Sie gerne die Einlösung/ Umschreibung beim Strassenverkehrsamt.
Gerne lassen wir für Sie auch eine Offerte von der Versicherung erstellen. Dabei profitieren Sie von unserem Partnerrabatt.

Abholung/ Lieferung
Die Abholung vom Fahrzeug kann auch ausserhalb der Öffnungszeiten erfolgen.
Lieferungen sind auf Aufpreis/ Absprache möglich.

Trotz der großen Sorgfalt sind Inseratsfehler nicht ausgeschlossen."
"1698797188-322","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10880308","AUDI A3 Sportback 2.0 TDI Attraction quattro","^MFK 05.2022^KLIMA^PARK DISTANCE CONTROL^TEMPOMAT^6-GANG GETRIEBE^","CHF 12'900.–","03.2016","Limousine","208'000 km","Diesel","Boîte manuelle","150 PS (110 kW)","4 roues motrices","4.7 l/100 km","Non","17.05.2022","Non","Non","","Hauptstrasse 56, 4658 Däniken","Listing ID: 10880308","2023-09-22","Non","Sehr geehrte Damen und Herren

Willkommen bei der King Automobile GmbH.

Vielen Dank, dass Sie uns Ihr Vertrauen schenken und sich für unser Angebot entschieden haben.
Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen gerne zur Verfügung.
Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können.

Details zum Fahrzeug:
• AB MFK 
• 6-GANG GETRIEBE
• PARK DISTANCE CONTROL VORNE + HINTEN
• KLIMATISIERUNGSAUTOMATIK
• TEMPOMAT
• ABS
• SERVO
• SEHR GEPFLEGTES AUTO
• AB ALLE SERVICE (LETZTER SERVICE MIT 180000KM.)

Wir bieten Ihnen folgendes noch an:

Ablieferungspauschale:
Alle Fahrzeugpreise sind exkl. der Ablieferungspauschale
Die Ablieferungspauschale gegen Aufpreis von 399CHF. beinhaltet folgendes:
- Autobahnvignette
- Professionell gereinigtes Fahrzeug von Innen sowie Aussen bei Ablieferung
- Volltank
- Ausgiebige Erklärung und Einweisung in Ihr neues Fahrzeug

Eintauschmöglichkeit:
Attraktive Kauf und Eintauschofferten
Wir werden Ihnen ein tolles Angebot für Ihr Eintauschfahrzeug offerieren

Finanzierungsmöglichkeiten:
Ob Kredit, Leasing oder Finanzierung-Plus eine attraktive Finanzierungsmöglichkeit werden wir Ihnen anbieten.
Irrtümer und Zwischenverkauf vorbehalten, alle Angaben ohne Gewähr.

Wir freuen uns über Ihren Besuch oder Anruf.

Ihre King Automobile GmbH"
"1698797201-323","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10955412","AUDI A3 Sportback 2.0 TFSI S-tronic","","CHF 12'900.–","11.2016","Limousine","191'000 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","Traction avant","5.7 l/100 km","Non","21.10.2022","Non","Non","","Via San Gottardo  78B, 6500 Bellinzona","Listing ID: 10955412","2023-10-19","Non","Buonissima competenza nella vendita. Il cliente viene seguito anche dopo la vendita ..."
"1698797216-324","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2011-occasion-10911198","AUDI A3 Sportback 2.0 TFSI Ambition quattro S-tronic","ab MFK 02.10.2023, ab Service März 2023, 145200 km, 8-fach bereift, 4x4, Klimaanlage usw.","CHF 12'900.–","06.2011","Limousine","145'200 km","Essence","Boîte manuelle automatisée","200 PS (147 kW)","4 roues motrices","7.6 l/100 km","Oui","02.10.2023","Non","Non","","Chollerstrasse 23, 6312 Steinhausen ZG","Listing ID: 10911198","2023-10-03","Non","Audi A3 2.0lt. quattro, Benzin, Automat, schwarz-met., ab MFK 02.10.2023, ab Service März 2023, 145200 km, 1. Inv. 10.06.2011,
8-fach bereift, Klimaanlage, Servolenkung, ABS, Fahrer- und Beifahrerairbag, Zentralverriegelung mit Fernbedienung, Sitzheizung vorne, elektrische Fenster vorne und hinten usw.
Das Fahrzeug kann auf telefonische Absprache gefahren und auf der Hebebühne besichtigt werden. Telefon 041 743 20 40"
"1698797229-325","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10953490","AUDI A3 Sportback 1.4 TFSI Attraction","CH-Fahrzeug,Frisch ab MFK-Frisch ab Service,Erste Hand.-Fahrzeug Unfallfrei/Finanzierung / Eintausch möglich","CHF 12'900.–","01.2017","Limousine","147'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","4.6 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Dällikerstrasse 39, 8107 Buchs","Listing ID: 10953490","2023-10-18","Non",""
"1698797244-326","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10822266","AUDI A3 Sportback 2.0 TDI Ambiente S-tronic","Frisch ab MFK und Service / 8-Fach Bereift / 12 Monate Garantie / Bi-Xenon","CHF 12'900.–","08.2013","Limousine","184'000 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.5 l/100 km","Oui","31.08.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Bernstrasse 13, 3114 Wichtrach","Listing ID: 10822266","2023-09-02","Non","Bitte vor Besichtigung, per Tel. Termin vereinbaren, Unsere Fahrzeuge stehen nicht alle am Verkaufsplatz

Leasing oder Finanzierung möglich

Eintausch Willkommen

Garantie: Auf Wunsch bieten wir ihnen eine Garantie nach Quality 1 zu 12/24 Monaten an

Irrtum und Zwischenverkauf vorbehalten

Keine Haftung für Druck- und Schreibfehler"
"1698797257-327","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10957663","AUDI A3 Sportback 1.4 TFSI Ambiente S-tronic","","CHF 12'900.–","06.2013","Limousine","135'300 km","Essence","Boîte manuelle automatisée","122 PS (90 kW)","Traction avant","5 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Via San Gottardo 78b, 6500 Bellinzona","Listing ID: 10957663","2023-10-19","Non",""
"1698797272-328","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2014-occasion-10513762","AUDI A3 Sportback 2.0 TDI Attraction quattro S-tronic, schönes FZ, frisch MFK, mit Distanzregler Spuras.","Schönes Fahrzeug, frisch ab MFK, Automat, Servicegepflegt, Abstadregler, Sitzheizung, Multimedia, Navi AUX uvm..","CHF 12'900.–","01.2014","Limousine","226'752 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.9 l/100 km","Oui","05.06.2023","Non","Non","","Altmannsteinstrasse 36, 8181 Höri","Listing ID: 10513762","2023-05-10","Non","Ankauf.- Verkauf & Eintausch

Für eine Probefahrt oder Besichtigung vor Ort nehmen Sie bitte mit uns Kontakt auf. 
Wir sind gerne für Sie da und freuen uns auf Ihren Besuch.
Heimlieferung bis 15 km gratis, ab 15km nach Absprache.

Schönes Fahrzeug, Automat, Navi, PDC, AUX, Tel, Distanzregler, Sitzheizung, uvm....

Die Service immer Audi wie folgt:
1.- 30065 km
2.- 58955 km
3.- 75712 km
4.- 90083 km
5.- 119748 km
6.- 146704 km
7.- 173112 km

**Herzlich Willkommen acl Autocenter Linden GmbH, wir beraten Sie gerne**"
"1698797285-329","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-10856738","AUDI A3 Sportback 2.0 TDI Ambition quattro","Expertisée le 30.08.2023","CHF 12'950.–","01.2010","Limousine","80'350 km","Diesel","Boîte manuelle","140 PS (103 kW)","4 roues motrices","5 l/100 km","Oui","30.08.2023","Non","Non","","Rte de Morges 22, 1162 Saint-Prex","Listing ID: 10856738","2023-09-14","Non",""
"1698797302-330","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10819267","AUDI A3 Sportback 1.4 TFSI Attraction","Navigation / Klima / Radio - CD DAB / Tempomat / frisch ab MFK / 1 Jahr Garantie","CHF 12'980.–","06.2014","Limousine","154'700 km","Essence","Boîte manuelle","140 PS (103 kW)","Traction avant","4.8 l/100 km","Oui","31.08.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Muotastrasse 65, 6438 Ibach / Kanton SZ","Listing ID: 10819267","2023-09-01","Non","GARAGE CAR TRADE AUTOMOBILE AG
Besichtigung nur nach Terminvereinbarung
Herr Frefel Marcel
Muotastrasse 65
6438 Ibach / Kanton Schwyz
Geschäft 079 289 29 38


Sehr geehrte Damen und Herren

Besten Dank für Ihr Interesse an einem unserer Fahrzeuge im Angebot.


- CH- Fahrzeug
- Schwarz-met
- Schwarz / Interieur
- Radio/CD/ DAB
- Klima
- Navigation 
- Sitzheizung
- Tempomat
- Alufelgen
- 8 fachbereift
- etc., etc.

- Unfallfrei
- kein Hundefahrzeug
- Nichtraucherauto
- frisch ab MFK 31.08.2023


Garantie

12 Garantie oder 20000 km

* Große Auswahl an Lager- u. Vorlauffahrzeuge
* Top-Occasionen zu Markgerechten Preisen
* Garantie 1 Jahr
* Fahrzeugeintausch zu fairen Preisen
* Finanzierung / Leasing auch ohne Anzahlung
* Lieferservice nach Hause CH-weit ab CHF 350,-


FAHRZEUGEINTAUSCH
Gerne unterbreiten wir Ihnen eine
Eintauschangebot- Dafür brauchen wir folgendes:
- Fahrzeugmodell und sofern möglich Auflistung der Option
- Aktueller Kilometerstand
- Kopie vom Service Intervall
- Vom Fahrzeugausweis eine Kopie
- Div. Fotos von Innen sowie Aussen
- Ihre Preisvorstellung


Trotz der großen Sorgfalt sind Inserat Fehler nicht ausgeschlossen.
Irrtümer und Zwischenverkauf vorbehalten, Keine Gewähr für Ausstattungsdetails.



Besichtigungstermine bitte per Telefon im voraus vereinbaren, da nicht alle Fahrzeuge auf gleichen Platz stehen.


****Haben Sie noch Fragen? Dann rufen Sie uns einfach an...***



Dank unserer zentralen Lage, direkt bei der Autobahnausfahrt Seewen -Schwyz, sind wir von überall her gut und schnell erreichbar.
Von Zürich sind Sie in nur 40 min bei uns.


Für weitere Informationen, ein Beratungsgespräch stehen Ihnen unsere Verkaufsberater gerne zur Verfügung unter der
Telefonnummer 0041 79 289 29 38


Wir erwarten Sie gerne zu diesen Öffnungszeiten:
Mo-Fr 9.00 – 11.45 und 13.30 – 19.00
Sa. Geschlossen
So. Geschlossen

Falls Sie uns besuchen möchten, bitten wir um vorherige Terminabsprache.
Wir freuen uns auf Ihren baldigen!


_________________________________________

Wir suchen laufend Autos. Lassen Sie sich von uns eine Offerte für Ihren Wagen geben. Unkomplizierte Abwicklung, sofortige Abholung und Barzahlung sind selbstverständlich.

Team CAR TRADE AUTOMOBILE AG
________________________________________"
"1698797315-331","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2011-occasion-9315059","AUDI A3 Cabriolet 1.8 TFSI Style S-line","***S-Line Paket ***Ganz Gute erhalten und Service Gepflegt **","CHF 12'990.–","04.2011","Cabriolet","122'000 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","6.7 l/100 km","Oui","15.06.2021","Non","Non","","Glatthaldestrasse 18a, 9230 Flawil","Listing ID: 9315059","2022-11-14","Non","Kauft Auto unter Vorwand der Selbstnutzung und verkauft für den doppelten Preis ..."
"1698797330-332","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2014-occasion-10868095","AUDI A3 Sportback 1.4 TFSI g-tron Attraction S-tronic","* Frisch ab MFK* Frisch ab Service* Sehr Gepflegtes Fahrzeug* Top Zustand*","CHF 12'990.–","07.2014","Limousine","155'000 km","Essence","Boîte manuelle automatisée","110 PS (81 kW)","Traction avant","-","Oui","12.09.2022","Non","Non","","Industriestrasse 60, 3178 Bösingen","Listing ID: 10868095","2023-09-19","Non","*Frisch ab MFK* Frisch ab Service* Top Zustand

Fahrzeug Daten:
CH - Fahrzeug, Regelmässiger Service, Garantie Option möglich 12/ 24 Monate,

Fahrzeug Optionen:
Parksensoren vorne hinten, Tempomat, Bi Xenon, Sitzheizung, Multifunktional Lenkrad, 8 fach-Bereift, Navigationssystem, Klimaatronic, Mittelarmlehne, usw."
"1698797343-333","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-10816302","AUDI A3 Sportback 1.4 TFSI Ambition","","CHF 12'999.–","11.2015","Limousine","98'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","4.6 l/100 km","Oui","31.08.2023","Non","Non","","chemin philibert de sauvage 39, 1219 Chatelaine","Listing ID: 10816302","2023-08-31","Non","Très bonne expérience je recommande!!"
"1698797358-334","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10857672","AUDI A3 Sportback 2.0 TDI Ambiente quattro S-tronic","Gepflegtes Fahrzeug / Service gepflegt / Parkhilfe / Tempomat / Schiebedach / Navi / Ab MFK","CHF 12'999.–","12.2013","Limousine","203'500 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.9 l/100 km","Oui","02.09.2022","Non","Non","","Hombergstrasse 51c, 3612 Steffisburg","Listing ID: 10857672","2023-09-14","Non","-- HERZLICH WILLKOMMEN BEI DER DHM AUTO GMBH

-- Ihr Interesse an diesem Fahrzeug freut uns sehr!


-- Höflich bitten wir Sie für eine Besichtigung vorab einen Termin zu vereinbaren.
-- Gerne tauschen wir Ihr Fahrzeug ein. Sie können uns gerne kontaktieren und uns die Angaben von Ihrem Fahrzeug zukommen lassen.

-- Auf Wunsch mit 12/24 Monate Garantie möglich!!
-- Eintausch**Finanzierung oder Garantie möglich!!
-- Inzahlungnahme Ihres Fahrzeuges auch ohne Fahrzeugkauf möglich!!

-- Trotz der großen Sorgfalt sind Inserats Fehler nicht ausgeschlossen.
-- Irrtümer und Zwischenverkauf vorbehalten, Keine Gewähr für Ausstattungsdetails.

-- Wir freuen uns über Ihren Besuch oder Anruf.

-- Ihre DHM Auto GmbH"
"1698797373-335","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2011-occasion-10653097","AUDI A3 Cabriolet 1.8 TFSI S-Line","** AUS 2. HAND **","CHF 12'999.–","04.2011","Cabriolet","71'927 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","6.8 l/100 km","Oui","01.06.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Werkstrasse 5, 3428 Wiler bei Utzenstorf","Listing ID: 10653097","2023-06-28","Non","Audi A3 Cabriolet 1.8 TFSI S-Line

km: 71'927 km
Jahrgang: 29.04.2011 / B5b

AB MFK: 01.06.2022
FRISCH AB SERVICE

- Äusserst zuverlässiges und robustes Auto mit 160 PS.
- Ein sehr vielseitiges Fahrzeug
- Lückenloses Serviceheft ( Service durchgehend bei der Audi Vertretung durchgeführt )
- Aus zweiter Hand
- S-Line

- 6-Gang-Getriebe manuell, Bordcomputer, Tempomat, Navigationssystem, Fahrer-Informationssystem, Fahrwerk: Sportfahrwerk, Klimatisierungsautomatik, Elektrisches Verdeck, Innenlicht-Abschaltverzögerung, 3 Speichen-Sportlenkrad, Multifunktions-Sportlenkrad in Leder, unten abgeflacht, Servotronic, Windschott, Sportlenkrad, Sportsitze vorne, Ledersitze Vienna, Park Distance Control (PDC), usw.


* Ablieferungspaket ab 380.- bis 490.-
- Tankfüllung
- Autobahnvignette
- Fahrzeugeinlösung

* Garantie ab 399.-
- 12/24 Monate
- Mit unterschiedlichem Deckungs- und Leistungsumfang

* Finanzierung/Leasing
- individuelle Finanzierungslösungen
- attraktive Leasingkonditionen

* Faires Eintauschangebot
- Inzahlungnahme Ihres Fahrzeuges
- auch ohne Fahrzeugkauf möglich


Bei Fragen oder Interesse melden Sie sich doch bitte. Tel.: 079 344 46 98
Besichtigung nur nach Voranmeldung in 3428 Wiler bei Utzenstorf möglich. Tel.: 079 344 46 98

Jede Gewährleistung, soweit nach Gesetz möglich, wird wegbedungen, insbesondere sind Wandelung und Minderung ausgeschlossen."
"1698797387-336","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10952160","AUDI A3 Sportback 2.0 TDI Attraction quattro","In guten Zustand Motor und Getriebe sind im einwandfreien Zustand!","CHF 13'900.–","07.2016","Limousine","133'000 km","Diesel","Boîte manuelle","150 PS (110 kW)","4 roues motrices","4.8 l/100 km","Non","11.08.2021","Non","Non","","Wiesenstrasse 24, 5412 Gebenstorf AG","Listing ID: 10952160","2023-10-18","Non","Fix Preis ****"
