web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,description-text,created-date,new-price
1697682942-567,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2016-occasion-10650465,VW Golf VII 2.0 TDI Comfortline 4 Motion,Radio Colour * 4x4 * Climatronic * MF-Lenkrad * Licht- u. Regensensor * Tempomat,CHF 16'900.–,10.2015,Limousine,101'200 km,Diesel,Boîte manuelle,150 PS (110 kW),4 roues motrices,4.8 l/100 km,Oui,,Non,Oui,"À partir de la livraison du véhicule, 12 mois","Wiesenweg 5, 9462 Montlingen",Listing ID: 10398188,"Auf der Suche nach einem neuen Fahrzeug, durch Zufall auf die Garage Benz in ...",2023-06-27,Non
1697682957-568,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2015-occasion-10923293,VW Golf 1.4 TSI Lounge,,CHF 16'900.–,04.2016,Limousine,57'142 km,Essence,Boîte manuelle,122 PS (90 kW),Traction avant,5.2 l/100 km,Non,,Non,Oui,"À partir de la livraison du véhicule, 12 mois","Via Lugano 125, 6950 Tesserete - Lugano",Listing ID: 10648838,"[0VG] Libretto in italiano (fabbrica)
[TW] nero
[PF1] Regolazione automatica della distanza ACC e sistema perimetrale ""Font Assist"" con funzione di frenata City
[K5] tungsten silver metallizzato
[#G2] Volkswagen Garanzia+ per il 3. + 4. anno, max. 100'000 km (netto)
[W4B] 4 porte inclusi alzacristalli anteriori e psteriori elettrici",2023-10-07,CHF 35'490
1697682970-569,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-break-2015-occasion-10874377,VW Golf Variant 2.0 TDI Comfortline 4Motion,"frisch ab MFK und Service, 8fach bereift, neue Sommer+ Winterreifen, Navi, DAB-Radio, Rückfahrkamera, Sitzheizung, Tempomat",CHF 16'900.–,04.2015,Break,68'000 km,Diesel,Boîte manuelle,150 PS (110 kW),4 roues motrices,4.8 l/100 km,Oui,19.09.2023,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Fährenstrasse 5, 9430 St. Margrethen SG",Listing ID: 10781266,,2023-09-20,Non
1697682983-570,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2017-occasion-10908064,VW Golf 1.5 TSI EVO Comfortline,,CHF 16'900.–,11.2017,Limousine,81'512 km,Essence,Boîte manuelle,150 PS (110 kW),Traction avant,5 l/100 km,Non,,Non,Oui,"À partir de la livraison du véhicule, 12 mois","Route de Buchillon 1, 1163 Etoy",Listing ID: 10663971,Не особено приветлив персонал,2023-10-02,CHF 34'040
1697682998-571,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2016-occasion-10851934,VW Golf 1.4 TSI Allstar DSG,"*Top Zustand* Allstar-Edition, Frisch ab MFK, Frisch ab Service, Navi, Bi-Xenon, LED, Rückfahrkamera, Parksensoren, etc.",CHF 16'900.–,12.2016,Limousine,101'950 km,Essence,Boîte manuelle automatisée,125 PS (92 kW),Traction avant,5 l/100 km,Oui,15.12.2020,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Haupstrasse 107, 9434 Au SG",Listing ID: 10904551,"Willkommen bei Helvetia QualityCars GmbH

Sehr geehrte Damen und Herren, vielen dank für Ihr Interesse.
-----------------------------------------
Wissenswerte Daten zum Fahrzeug:
- VW Golf 1.4 TSI Allstar DSG
- Top Zustand
- Frisch ab MFK
- Frisch ab Service
- Servicegepflegt
- Top Ausstattung ( Navi, Tempomat, Automatische Distanzregelung ACC, Umfeldbeobachtung Front-Assist mit City Notbremsfunktion, Blind Sport-Sensor mit Ausparkassistent, Multifunktionsanzeige Premium, Sitzheizung vorne, Rückfahrkamera, Parklenkassistent, Bi-Xenon mit Kurvenlicht, LED, CD, Freisprechanlage, Multimedia-Bluetooth-AUX, etc.)
-----------------------------------------
Unser Unternehmen präsentiert sich durch qualitativ hohe Fahrzeuge welche stets:
Frisch ab MFK, Frisch ab Service, Service gepflegt und mit Garantie angeboten werden.
-----------------------------------------
Dienstleistungen:
- Lieferung Schweizweit möglich
- Professionelle Aufbereitung
- Autoversicherung zu Bestpreisen
-----------------------------------------
Leasing/Finanzierung:
Kundenspezifische Finanzierung zu Top Konditionen, Perfekt an Sie angepasst.
-----------------------------------------
Garantie:
- 12/24 Monate möglich. Diese kann bis zu einer Vollgarantie aufgewertet werden.
-----------------------------------------
Fahrzeugankauf:
Auf unserer Website www.hq-cars.ch bekommen Sie per Kontaktformular in nur 60 Minuten eine Ankaufsofferte zum Bestpreis. Professionelle Abwicklung garantiert.
-----------------------------------------
Fahrzeugeintausch:
Haben Sie ein Eintauschfahrzeug? Sehr gerne unterbreiten wir Ihnen eine unverbindliche Eintausch Offerte.
-----------------------------------------
Irrtümer und Rechtschreibfehler vorbehalten.
-----------------------------------------
Geschätzte Kunden,
Bei Fragen, Besichtigung oder weiteren Infos stehen wir Ihnen gerne zur Verfügung und bitten um telefonische Voranmeldung.
Besten Dank für Ihr Interesse
Helvetia QualityCars GmbH",2023-09-13,Non
1697683011-572,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2013-occasion-10883102,VW Golf 1.2 TSI R-Line Design DSG,"AB MFK, AB SERVICE, 8-FACH",CHF 16'900.–,12.2013,Limousine,78'000 km,Essence,Boîte manuelle automatisée,105 PS (77 kW),Traction avant,5 l/100 km,Oui,02.09.2022,Non,Oui,"À partir de la livraison du véhicule, 12 mois","Mühlemattstrasse 7, 4104 Oberwil BL",Listing ID: 9939428,SEHR SCHÖN,2023-09-23,Non
1697683024-573,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2013-occasion-10887762,VW Golf 2.0 TSI GTI Performance DSG ABT,Expertisé // 8 pneus neufs // Garantie 12 mois // Carrosserie irréprochable // CREDIT - LEASING - REPRISE,CHF 16'900.–,12.2013,Limousine,151'000 km,Essence,Boîte manuelle automatisée,275 PS (202 kW),Traction avant,6.4 l/100 km,Oui,12.11.2021,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Chemin du Vallon 26, 1030 Bussigny-Lausanne",Listing ID: 10824995,Visite et essai sur RDV.,2023-09-25,Non
1697683039-574,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-break-2015-occasion-10924144,VW Golf VII Variant 2.0 TDI Cup DSG,*CH-Fahrzeug aus 1. Hand*Top Ausstattung*Abstandregeltempomat*Ab MFK & ab Service*inkl.12 Monate Garantie*8-fach bereift*,CHF 16'900.–,04.2015,Break,84'000 km,Diesel,Boîte manuelle automatisée,150 PS (110 kW),Traction avant,4.5 l/100 km,Oui,,Non,Oui,"À partir de la livraison du véhicule, 12 mois","Trockenloostrasse 65, 8105 Regensdorf",Listing ID: 10737300,"Preise sind exkl. Ablieferungspauschale CHF 450.00 (Tankfüllung/Reinigung/Vignette)

Haben Sie ein Eintauschfahrzeug? Wir unterbreiten Ihnen gerne eine faire Offerte!

Leasing oder Kredit? Sie erhalten eine Offerte zu bestmöglichen Konditionen!

HABEN SIE NOCH FRAGEN ZU DIESEM ODER EINEM ANDEREN FAHRZEUG UNSERER FLOTTE?
ZÖGERN SIE NICHT UNS ZU KONTAKTIEREN.

WIR FREUEN UNS AUF IHREN BESUCH ODER ANRUF.
Weniger anzeigen",2023-10-07,CHF 48'270
1697683054-575,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2016-occasion-10474921,VW Golf VII 1.4 TSI 125 Comfortline DSG,"***8-fach bereift (Räder), Winter Pack, Climatronic, DAB+, Parksensoren vo.+hi....***",CHF 16'950.–,12.2015,Limousine,33'800 km,Essence,Boîte manuelle automatisée,125 PS (92 kW),Traction avant,5 l/100 km,Oui,,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Peter-Kaiserstrasse 73, 9493 Mauren FL",Listing ID: 10855466,"zzgl. CHF 450.- Ablieferungspauschale. Garantie kann gegen Aufpreis verlängert werden.

Beim Fahrzeugkauf in Liechtenstein gibt es keine Hindernisse für Kunden aus der Schweiz. Das Strassenverkehrsgesetz FL und CH sind identisch und es besteht keine Grenze. Somit entstehen keine Mehrkosten und kein zusätzlicher Verwaltungsaufwand. Ein Fzg.-Kauf in FL ist identisch wie in einem anderen Kanton der CH.",2023-04-27,CHF 30'040
1697683069-576,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2011-occasion-10894955,VW Golf 2.0 TSI R 4Motion DSG,*Finanzierung ab 195.-/Mt.*Frisch ab Service und MFK*8Fach*Vollausstattung!*,CHF 16'960.–,07.2011,Limousine,175'091 km,Essence,Boîte manuelle automatisée,298 PS (219 kW),4 roues motrices,8.4 l/100 km,Oui,27.09.2023,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Rengglochstrasse 30, 6012 Obernau Kriens",Listing ID: 10931269,"***Finanzierung ab 195.-/Mt.***

Herzlich willkommen!

Vielen Dank für das Interesse an unserem Fahrzeug. Dieser wunderschöne Golf R ist mit einer Vollausstattung versehen und wird frisch ab Service und MFK verkauft. Der VW ist technisch in einem einwandfreien Zustand und ist innen und aussen sehr gepflegt. 
Unsere Fahrzeuge können Sie gerne nach einer Terminvereinbarung besichtigen.

Wir freuen uns auf Ihren Besuch!

-CH Fahrzeug aus 1. Hand
-Frisch ab Service und MFK
-2 Schlüssel vorhanden
-8-Fach Bereifung
-Schiebedach
-Tempomat
-Sitzheizung
-Keyless Go
-Klimaautomatik
-Einparkhilfe
-Bluetooth
-Leistungssteigerung auf 298 PS!
-Sportabgasanlage APR!
-ALLE UMABAUTEN LEGAL UND EINGETRAGEN!!!
-sehr gepflegt
usw...

*Leasing und Finanzierung zu günstigen Konditionen möglich
*Fahrzeugankauf: Abwicklung innert 24h
*Wir Tauschen gerne Ihr altes Fahrzeug zu fairen Preisen ein
*Landesweite Lieferung möglich",2023-09-27,Non
1697683082-577,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2014-occasion-10940283,VW Golf 1.4 TSI Cup R-Line,,CHF 16'970.–,10.2014,Limousine,48'500 km,Essence,Boîte manuelle,122 PS (90 kW),Traction avant,5.2 l/100 km,Non,,Non,Oui,"À partir de la livraison du véhicule, 12 mois",8500 Frauenfeld,Listing ID: 10478183,,2023-10-13,CHF 36'310
1697683097-578,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2013-occasion-10398188,VW Golf 2.0 TSI GTI DSG,"Rückfahrkamera, Bluetooth, Navi, Bi Xenon Scheinwerfer, etc.",CHF 16'980.–,08.2013,Limousine,112'945 km,Essence,Automatique,220 PS (162 kW),Traction avant,6.4 l/100 km,Oui,01.01.2023,Non,Oui,"À partir de la livraison du véhicule, 3 mois ou 5'000 km","Kreuzmatte 12, 6260 Reiden",Listing ID: 10920923,"Ablieferungspauschale ist nicht inbegriffen, welches eine Tankfüllung, eine Autobahnvignette, Reinigung innen und aussen sowie die administrativen Arbeiten für die Immatrikulation des Fahrzeuges beinhaltet.",2023-03-31,CHF 46'050
1697683110-579,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2012-occasion-10648838,VW Golf 2.0 TSI R 4Motion DSG,FRISCH AB MFK..AB SRVICE..,CHF 16'990.–,08.2012,Limousine,131'500 km,Essence,Boîte manuelle automatisée,270 PS (199 kW),4 roues motrices,8.4 l/100 km,Oui,27.06.2023,Non,Non,,"Sägestrasse 45, 5600 Lenzburg",Listing ID: 10949180,Sehr freundlich und hilfsbereit. Autos in tip top form. Ich bin sehr zufrieden ...,2023-06-27,Non
1697683123-580,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2013-occasion-10781266,VW Golf 1.4 TSI R-Line Design DSG,"vehicule de première main,expertisée du jour,garantie une année,service reguliers.",CHF 16'990.–,12.2013,Limousine,76'000 km,Essence,Boîte manuelle automatisée,140 PS (103 kW),Traction avant,4.7 l/100 km,Oui,18.08.2023,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","4 avenue de l'Ain, 1203 Genève",Listing ID: 10952828,"vehicule de première main,expertisée du jour,garantie une année,service reguliers.",2023-08-18,Non
1697683138-581,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-break-2019-occasion-10663971,VW Golf VII Variant 1.6 TDI Trendline,Deep Black Perleffekt l Sitzkomfort-Paket l Navi Discover Media l Business Paket l Tempomat l Frisch ab MFK und Service l,CHF 16'990.–,09.2019,Break,63'000 km,Diesel,Boîte manuelle,115 PS (85 kW),Traction avant,4.1 l/100 km,Oui,27.05.2019,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Wängistrasse 2, 8355 Aadorf",Listing ID: 10816451,"*Besichtigung / Testfahrt nur mit Voranmeldung,
Fahrzeugstandort: Wängistrasse 2, 8355 Aadorf*

Herzlich willkommen bei autozone24

Transparenz / Ehrlichkeit
Bei autozone24 teilen wir die Leidenschaft zum Automobil. Mittelpunkt unseres Handelns ist der Mensch und das Automobil. Wir stehen für kompetente Beratung, höchste Kundenzufriedenheit und ein faires Miteinander-Untereinander. Die Zusammenarbeit mit unseren Kunden und Partnern basieren auf Vertrauen und gegenseitigen Respekt.
Unser kompetentes Verkaufspersonal freut sich, Sie persönlich telefonisch, Mail oder via WhatsApp begrüssen sowie beraten zu dürfen. Zögern Sie nicht uns zu kontaktieren. Wir sprechen Deutsch, Englisch und Albanisch.

Besichtigungen / Probefahrten
Bitte für Besichtigungen und Probefahrten vorher einen Termin vereinbaren. Wünschen Sie einen Beratungstermin ausserhalb unserer Öffnungszeiten, ist dies nach vorheriger Termin Absprache sehr wohl möglich.

Leasing / Finanzierungen
Gerne unterbreiten wir Ihnen ein Leasing oder Finanzierungsangebot zu transparenten und fairen Konditionen. Ein weiteres Produkt beim Leasing, welches wir Ihnen empfehlen können, ist die Fahrzeugversicherung in die monatliche Rate einzubinden. Bei einem Beratungsgespräch werden wir Ihnen gerne die Unterschiede zwischen einem Leasing oder einer Finanzierung aufzeigen.

Eintausch / Ankauf
Selbstverständlich tauschen / kaufen wir auch Ihr jetziges Fahrzeug zu marktgerechten Konditionen ein. Erhalten Sie unser Angebot binnen 24h! Nutzen Sie unser Onlinetool und verkaufen Sie Ihr Auto noch schneller. Einfach Infos online eingeben www.autozone24.gmbh oder nutzen Sie eine weitere Dienstleistung von uns, via WhatsApp. Senden Sie uns Ihre Fahrzeugdaten sowie Fahrzeugfotos und Sie erhalten umgehend ein faires Angebot.

Fahrzeugversicherung
Unser Motto: Vergleichen lohnt sich
Bei autozone24 haben Sie die Möglichkeit zu Bestpreisen eine Fahrzeugversicherung abzuschliessen. Durch die enge Zusammenarbeit mit verschiedenen Versicherungsgesellschaften-Partner AXA/Zürich/Allianz/Generali Versicherung..., können wir Ihnen ein sehr attraktives Angebot unterbreiten.

Erweiterte-Garantie
Da die Hersteller-Garantie der Fahrzeugproduzenten in der Regel, eine kurze Laufzeit haben, haben Sie die Möglichkeit bei uns durch unseren Partner- QUALITY 1- eine Anschlussgarantie abzuschliessen.

Verkaufspreise
Unsere Verkaufspreise sind inklusive 7.7% Mehrwertsteuer. Unsere Ablieferpauschale in der Höhe von CHF 430.- ist nicht im Verkaufspreis inbegriffen. Diese ist freiwillig. In diesem Betrag ist unter anderem eine aktuelle Vignette, eine Tankfüllung, sowie die administrativen Arbeiten für die Immatrikulation des Fahrzeugs enthalten.
Testen Sie uns... wir würden uns über eine Kontaktaufnahme sehr freuen.
Irrtümer und Preisänderungen vorbehalten.",2023-07-02,CHF 32'600
1697683151-582,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2015-occasion-10904551,VW Golf 1.6 TDI Comfortline 4Motion,Neuwertiger Zustand- aus erster Hand / frisch ab Service und ab Mfk (12-Monate Garantie),CHF 16'990.–,11.2015,Limousine,36'199 km,Diesel,Boîte manuelle,110 PS (81 kW),4 roues motrices,4.5 l/100 km,Oui,29.09.2023,Non,Non,,"Brunnenwiesenstrasse 10, 8108 Dällikon",Listing ID: 10714062,"Top Zustand- garantiert km und Unfall frei 
* neuwertige Winter Pneu Alu 
* CH- Fahrzeug",2023-10-01,Non
1697683164-583,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2016-occasion-9939428,VW Golf 2.0 TDI GTD DSG,Pronta Consegna!,CHF 16'990.–,11.2016,Limousine,172'000 km,Diesel,Boîte manuelle automatisée,184 PS (135 kW),Traction avant,4.6 l/100 km,Oui,19.11.2021,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Via Cantonale 14, 6805 Mezzovico",Listing ID: 9777606,Zahnriemen+WP neu! 12 Mt. Garantie!,2022-11-14,Oui
1697683177-584,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2011-occasion-10824995,VW Golf 2.0 TSI R 4Motion,"Service et expertise fait, RNS 315 avec navigation et mains libre Fiscon, feux bi-xenon et led, climatronic bi-zone, sièges c",CHF 16'990.–,09.2011,Limousine,148'000 km,Essence,Boîte manuelle,270 PS (199 kW),4 roues motrices,8.5 l/100 km,Oui,27.07.2023,Non,Oui,"À partir de la livraison du véhicule, 3 mois ou 3'000 km","Chemin Buvelot 2, 1110 Morges",Listing ID: 10732320,"Service et expertise fait, RNS 315 avec navigation et mains libre Fiscon, feux bi-xenon et led, climatronic bi-zone, sièges chauffant, bip de recul, roues hiver. Garantie 3 mois ou 3000km",2023-09-04,Non
1697683190-585,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-cabriolet-2013-occasion-10737300,VW Golf Cabrio 1.4 TSI DSG,Véhicule Suisse | Faible kilométrage | Garantie 12 mois ou 20'000 km,CHF 16'990.–,08.2013,Cabriolet,42'900 km,Essence,Boîte manuelle automatisée,160 PS (118 kW),Traction avant,6.3 l/100 km,Oui,03.02.2022,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Route de l'Aéroport 1, 1217 Meyrin",Listing ID: 10481559,Excellent service. Je suis très satisfait et je les recommanderai à mes amis. ...,2023-07-31,Non
1697683205-586,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2015-occasion-10855466,VW e-Golf,CH-Fahrzeug / Top Gepflegt / Wärmepumpe / Rückfahrkamera / Adaptiver Tempomat / Sitzheizung vorne / DAB / Navigation,CHF 16'990.–,04.2015,Limousine,29'000 km,Électrique,Automatique,116 PS (85 kW),Traction avant,-,Oui,,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Brühlstrasse 1, 4107 Ettingen",Listing ID: 10810663,Eine Bereitstellungspauschale von CHF 490.- wird verrechnet. Sie erhalten Ihren Wagen eingelöst mit einer Autobahnvignette und optischer und technischer Fahrzeugaufbereitung. Unsere Fahrzeuge sind in der Regel mit Sommerreifen ausgestattet. Allfällige Winterreifen sind gegen Aufpreis erhältlich.,2023-09-14,Non
1697683220-587,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2010-occasion-10931269,VW Golf 2.0 TSI GTI DSG,"Gepflegter GTI,Mit 12 Monaten Garantie,Schiebedach,Navigation,Sitzheizung,Parksenosren V+H, rückfahrkamera,8 fach Alu",CHF 16'999.–,03.2011,Limousine,120'000 km,Essence,Boîte manuelle automatisée,211 PS (155 kW),Traction avant,7.4 l/100 km,Oui,01.03.2022,Non,Oui,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Kasernenstrasse 66, 9100 Herisau",Listing ID: 10943477,"Herzlich Willkommen bei AUTO OST in Herisau:
Service Center aller Marken 
Geschätzte Kundin, geschätzter Kunde.
Danke dass Sie sich für unser Fahrzeug Interessieren.
Unsere Fahrzeuge sind frisch ab MFK / Service ausgeführt / mindestens 12 Monaten Garantie / Fahrzeuge sauber aufbereitet Tank Voll und Vignette inkl",2023-10-10,Oui
1697683233-588,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-break-2019-occasion-10478183,VW Golf Variant 1.6 TDI Trendline,*VEHICULE EXPERTISE*OPTIONS DE GARANTIES POSSIBLE*,CHF 16'999.–,03.2019,Break,66'900 km,Diesel,Boîte manuelle,115 PS (85 kW),Traction avant,5.7 l/100 km,Oui,,Non,Non,,"131 rte de Peney, 1214 Vernier",Listing ID: 10586664,,2023-04-28,Non
1697683243-752,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=5000&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-break-2016-occasion-10805634,VW Golf Kombi TDI DSG,,CHF 13'900.–,01.2016,Break,166'144 km,Diesel,Boîte manuelle,150 PS (110 kW),Traction avant,4.2 l/100 km,Non,01.09.2022,Non,Non,,"Hochstrasse 350, 8200 Schaffhausen",Listing ID: 10738564,,2023-08-28,Non
1697683246-589,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2015-occasion-10920923,VW Golf 2.0 TDI Highline 4Motion,AB MFK-AB SERVICE-NAVI-BI XENON-KLIMA-VORDERSITZ HEIZBAR-8 FACH BEREIFT!!!!!,CHF 16'999.–,05.2015,Limousine,105'050 km,Diesel,Boîte manuelle,150 PS (110 kW),4 roues motrices,4.7 l/100 km,Oui,12.01.2023,Non,Non,,"Falkensteinerstrasse 11A, 4132 Muttenz",Listing ID: 10443988,AB MFK-AB SERVICE-NAVI-BI XENON-KLIMA-VORDERSITZ HEIZBAR-8 FACH BEREIFT!!!!!,2023-10-06,Oui
1697683259-590,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-break-2015-occasion-10949180,VW Golf 2.0 TDI Alltrack 4Motion,"8 Fach Bereift, Frisch ab MFK",CHF 17'000.–,07.2015,Break,124'500 km,Diesel,Boîte manuelle automatisée,184 PS (135 kW),4 roues motrices,4.9 l/100 km,Oui,,Non,Non,,"Industriestrasse 221 A, 7408 Cazis",Listing ID: 10905559,,2023-10-17,Non
1697683274-591,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2014-occasion-10952828,VW Golf 2.0 TSI GTI DSG,Golf 7 GTI,CHF 17'000.–,11.2014,Limousine,97'700 km,Essence,Boîte manuelle automatisée,220 PS (162 kW),Traction avant,6.4 l/100 km,Oui,14.04.2023,Non,Non,,"Römerstrasse 541, 5072 Oeschgen",Listing ID: 10900875,"Verkauft wird ein wunderschöner Golf 7 GTI 
Baujahr:11/2014
KM: 97500 (wird noch gefahren)
Letzte MFK:14.04.2023
Letzter Service 13.04.2023

Alles Eingetragen

Rotiform IND-T 19“
KW Variante 1
Oettinger Heckspoiler
Audi (S) Sitze und Rückbank
Heckwischer Clean
Front alle Plastikteile Schwarz Glanz Lackiert.
Clubsport ESD
Clubsport Seitenschweller
7R Scheinwerfer und Heckleuchten
Vektor Technik Datendisplay
SRS-TEC Kotflügel pro Seite 2.5cm breiter Wurde nur im Sommer bewegt. 
Neue Sommerpneu
4-Fach Bereift

Für weitere Fragen oder Besichtigung gerne melden. 
Kein Notverkauf 
Preis VHB",2023-10-18,Oui
1697683287-592,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-cabriolet-2015-occasion-10816451,VW Golf Cabrio 2.0 TSI GTI DSG,,CHF 17'100.–,01.2015,Cabriolet,106'900 km,Essence,Boîte manuelle automatisée,211 PS (155 kW),Traction avant,7.7 l/100 km,Non,30.08.2023,Non,Oui,"À partir de la livraison du véhicule, 12 mois","Poststrasse 7, 3427 Utzenstorf",Listing ID: 10817274,Sehr freundliche Garage mit überragenden Fachwissen wie man es fast nirgends ...,2023-08-31,Non
1697683300-593,https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&pricefrom=12500&make=82&model=585&sort=price_desc&vehtyp=10,,,https://www.autoscout24.ch/fr/d/vw-golf-limousine-2014-occasion-10714062,VW Golf 2.0 TSI GTI Performance DSG,"très bon état, Roues été et hiver",CHF 17'200.–,11.2014,Limousine,122'404 km,Essence,Boîte manuelle automatisée,230 PS (169 kW),Traction avant,6.4 l/100 km,Non,22.10.2020,Non,Non,,"Route de Riddes 41, 1950 Sion",Listing ID: 10511326,,2023-07-20,Non
