web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,description-text,created-date,prix-neuf
"1697481058-445","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-limousine-2023-occasion-10835759","TOYOTA Yaris 1.5 VVT-i HSD GR Sport","","CHF 30'990.–","04.2023","Limousine","6'000 km","Hybride intégral essence/électrique","Boîte automatique variable","116 PS (85 kW)","Traction avant","4.3 l/100 km","Oui","13.04.2023","Non","Oui","Dès la 1ère mise en circulation, 36 mois ou 100'000 km","Zürichstrasse 99, 8610 Uster","Listing ID: 10835759","Super service nette Personal  Toyota  zuversichtlich Auto . Bin immer sehr zufrieden ...","2023-09-07","CHF 34'140"
"1697481071-446","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-limousine-2023-occasion-10933130","TOYOTA Yaris 1.5 VVT-i HSD GR Sport","","CHF 32'170.–","08.2023","Limousine","2'100 km","Hybride intégral essence/électrique","Boîte automatique variable","116 PS (85 kW)","Traction avant","4.3 l/100 km","Oui","","Non","Non","","Am Sagenbach 14, 6033 Buchrain","Listing ID: 10933130","Top Service, sehr freundlich und zuverlässig. Vielen Dank!","2023-10-11","CHF 34'670"
"1697481084-447","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-limousine-2023-occasion-10732315","TOYOTA YARIS 1.5 VVT-i HSD Premium","","CHF 32'900.–","07.2023","Limousine","2'000 km","Essence","Automatique","116 PS (85 kW)","Traction avant","4.3 l/100 km","Oui","28.07.2023","Non","Oui","A partir du, 28.07.2023, 36 mois","Ifangstrasse 11, 8153 Rümlang","Listing ID: 10732315","Sehr nette und fachmänische Auskunft - Danke","2023-07-28","CHF 33'916"
"1697481099-448","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10942002","TOYOTA Yaris 1.6 GR Sport","","CHF 32'990.–","01.2021","Petite voiture","93'600 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","28.01.2022","Non","Non","","Hausenstrasse 68, 3860 Meiringen","Listing ID: 10942002","vor 1000km wurden neue Yokohama Advan Neova reifen montiert.
Die roten Flaps auf den Bildern sind nicht mehr vorhanden.
Das Fahrzeug wird mit dem Originalen Sitz verkauft der eingelagert ist. 
Der Recaro Zubehör Sitz mit dem Unterbau kann auch gerne gekauft werden jedoch Optional. Dies wäre dann nach Absprache.
Alles andere ist in Originalem Zustand!","2023-10-14","Non"
"1697481112-449","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-limousine-2023-occasion-10786789","TOYOTA YARIS 1.5 VVT-i HSD Premium","","CHF 33'500.–","08.2023","Limousine","1'000 km","Essence","Automatique","116 PS (85 kW)","Traction avant","4.3 l/100 km","Oui","29.08.2023","Non","Oui","A partir du, 29.08.2023, 36 mois","Ifangstrasse 11, 8153 Rümlang","Listing ID: 10786789","Sehr nette und fachmänische Auskunft - Danke","2023-08-21","CHF 33'916"
"1697481125-450","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10560874","TOYOTA Yaris 1.6 GR Sport","Set de roues avec pneus hiver","CHF 35'800.–","05.2021","Petite voiture","33'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","27.05.2023","Non","Non","96 mois ou 100'000 km","1297 Founex","Listing ID: 10560874","Très bon état. Essentiellement roulée sur autoroute. Habitation / travail","2023-05-27","Non"
"1697481138-451","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10930713","TOYOTA Yaris 1.6 GR Sport","","CHF 36'000.–","03.2022","Petite voiture","36'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Non","","1814 La Tour-de-Peilz","Listing ID: 10930713","","2023-10-10","Non"
"1697481153-452","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10762348","TOYOTA Yaris 1.6 GR Sport","LED-Scheinwerfer | LED Rückleuchten | Rückfahrkamera | ACC | Sitzheizung | Verkehrszeichenerkennung | Android Auto | Carplay","CHF 36'400.–","04.2021","Petite voiture","36'960 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","21.04.2021","Non","Oui","À partir de la livraison du véhicule, 12 mois","Badenerstrasse 47, 8004 Zürich","Listing ID: 10762348","Suchst du nach dem idealen Auto? Bei Farie machen wir deine Suche einfach und bequem. Ohne dass du einen Fuss vor die Tür setzen musst, kannst du aus unserem umfangreichen Sortiment wählen und das perfekte Auto direkt zu dir nach Hause bestellen.


Unsere Versprechen an dich:

Sorglos-Testen: Nicht sicher, ob das Auto wirklich zu dir passt? Kein Problem. Nutze unser 14-tägiges Rückgaberecht und finde heraus, ob es wirklich das Richtige für dich ist.
Top-Qualität, garantiert: Jedes unserer Fahrzeuge durchläuft einen akribischen 310-Punkte-Check, um sicherzustellen, dass du nur das Beste bekommst.
Sicherheit zuerst: Wir bieten für jedes unserer Autos mindestens 1 Jahr Garantie, damit du sorgenfrei auf die Strasse kannst.
Wähle deine Ablieferung: Wir wissen, dass jeder anders ist. Deshalb bieten wir dir drei verschiedene Ablieferungspakete an. Wähle das Paket, das am besten zu deinen Bedürfnissen passt.
Bequem bis vor deine Haustüre: Ja, du hast richtig gelesen. Wenn du möchtest, liefern wir dein neues Auto schweizweit direkt bis vor deine Haustür.


Das Beste? Unser engagiertes Sales Team ist immer bereit, alle deine Fragen zu beantworten und dir bei der Wahl des perfekten Autos zu helfen.

Kontaktiere uns noch heute und starte dein neues Fahrzeugabenteuer mit Farie! :-)","2023-08-11","Non"
"1697481166-453","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10931556","TOYOTA Yaris 1.6 GR Sport","Aus 1. Hand, Neuwertig, mit Werksgarantie, Premium Pack","CHF 36'500.–","12.2021","Petite voiture","9'800 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","01.12.2021","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 160'000 km","6300 Zug","Listing ID: 10931556","","2023-10-10","CHF 40'800"
"1697481181-454","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10726696","TOYOTA Yaris 1.6 GR Sport mit Werksgarantie und Anschlussgarantie!","*** ab 299.-/ Mt *** Werksgarantie und Anschluss Garantie *** der Powerzwerg *** 1. Hand ***","CHF 36'777.–","02.2022","Petite voiture","21'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","26.01.2022","Non","Non","","Gottfried Keller Strasse 15, 8192 Glattfelden","Listing ID: 10726696","=======   Willkommen bei W-Cars AG   =======

Dein kompetenter Partner rund ums Fahrzeug. Ein Fahrzeug soll uns nicht nur von A nach B bringen, sondern Freude bereiten und Emotionen wecken.
Deshalb ist es unser Ziel, für jeden Kunden das passende Auto zu finden. Wir betreiben verschiedene Standorte, darum bitten wir dich für Termine und Besichtigungen um Voranmeldung. Vielen Dank!


*** Power aus 3 Zylinder, selten hat ein Kleinwagen so begeistert. Allrad und wenig Gewicht. Das Fahrzeug verfügt über Keyless, DAB+, sehr schöne farbangepasste Borbeträder, Kamera, Spur Assistent, Distanzregler uvm. Ein Fahrzeug das unheimlich Spass macht ***

*** Die Verkaufspreise verstehen sich inklusive Ablieferpauschale, Vignette, voller Tank und Aufbereitung ***

Keine Tiere, kein Raucher Fahrzeug. Finanzierungen und Eintausch möglich, wir erstellen dir gerne dein persönliches Leasing oder Finanzierungs Angebot. Irrtümer und Änderungen im Inserat sind trotz exaktem erstellen immer möglich. Weitere Bilder gerne auf Anfrage.","2023-07-26","Non"
"1697481196-455","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10887009","TOYOTA Yaris 1.6 GR Sport","Aus 1.Hand, Neuwertig, Werksgarantie","CHF 36'800.–","03.2021","Petite voiture","34'200 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 36 mois ou 100'000 km","Hauptstrasse 77, 5742 Kölliken","Listing ID: 10887009","Aus 1.Hand / Neuwertiger Zustand / CH-Fahrzeug
Premium Paket ( Navi, Head-Up Display etc.)
Finanzierung und Eintausch möglich
Wir sprechen Deutsch
Parliamo Italiano
Nous parlons francais
We speak english","2023-09-25","Non"
"1697481209-456","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10390028","TOYOTA Yaris 1.6 GR Sport","°Edelstahl Sportschalldämpfer°18"" OZ Alleggerita & 18""Japan Racing Weels°Spoilerkit Aerodynamic Paket ° 10 Jahre Garantie °","CHF 36'900.–","03.2021","Petite voiture","29'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Gwattstrasse 7, 8808 Pfäffikon SZ","Listing ID: 10390028","Neuwagenzustand 
keine Rennstrecke 
Sportschalldämpferlanlage 
Aerodynamikkit","2023-03-28","Non"
"1697481222-457","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10935615","TOYOTA Yaris 1.6 GR Sport","***Premium Paket***JBL Soundsystem***Head Up Display***Parksensoren vorne und hinten***Navigationssystem***","CHF 37'200.–","06.2022","Petite voiture","14'500 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Oberibergerstrasse 2, 8842 Unteriberg","Listing ID: 10935615","- Gepflegtes Fahrzeug aus 1. Hand

- Premium Paket

- Rückfahrkamera

- Servicegepflegt

- 10 Jahre oder 185'000km serviceaktivierte Garantie","2023-10-12","Non"
"1697481237-458","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10779128","TOYOTA Yaris 1.6 GR Sport","Top Zustand / 8 Fach Komplett Räder / Garantie bis 2031 / INOX Car Auspuff / Premium Packet / Aus 1. Hand / sofort verfügbar","CHF 37'200.–","01.2021","Petite voiture","30'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","21.01.2021","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 160'000 km","Hauptstrasse 82, 4446 Buckten","Listing ID: 10779128","Vielen Dank für Ihr Interesse an unserem Fahrzeug.


- Lückenloses Service Buch / Inklusive Borddokumente
- INOX Car Auspuff mit CH Gutachten also Legal 
- Fortlaufende Werksgarantie die sich verlängert bis im 2031 
- Schweizer Fahrzeug und kein Billig Import Aus 1. CH Hand
- Neuwertige Sommerpneu sind Montiert auf Originalen Felgen
- Neuwertige Winterpneu sind Montiert auf Original Zubehör  T-Line Felgen
- Sitzheizung / Lenkradheizung / Navi / Rückfahrkamera / Bluetooth / JBL Sound 
- Adaptiver Tempomat / Spurhalte System / Head-Up Display / Keyleas...


Super Ausstattung siehe bei Ausstattung


Ablieferungspauschale ist INKLUSIVE
- Papierabwicklung
- Autobahn Vignette 2023
- Tankfüllung Benzin
- Aufbereitet und Geprüft
- Ersatzschlüssel


Eintausch Fahrzeuge willkommen.


Finanzierungs Konditionen:

LEASE-Now, unser Top Leasings Produkt
CREDIT-now, für sofortiges Eigentum

Es gibt immer eine Lösung...

Wir arbeiten mit der Bank-Now und können Ihren Antrag innert 24 Stunden bearbeiten.","2023-08-17","Non"
"1697481250-459","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10909779","TOYOTA Yaris 1.6 GR Sport","Serviceaktiviert bis 185'000 km oder 10 Jahre Toyota Garantie; Circuit Pack","CHF 37'800.–","01.2021","Petite voiture","22'500 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Freiburgstrasse 20, 3178 Bösingen","Listing ID: 10909779","Ablieferungspauschale Fr. 400.--","2023-10-03","Non"
"1697481265-460","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10885910","TOYOTA GR Yaris 1.6 Turbo Sport 4x4","","CHF 37'900.–","03.2021","Petite voiture","16'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","10.03.2021","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Grepperstrasse 86-92, 6403 Küssnacht am Rigi","Listing ID: 10885910","Offizielle Toyota Vertretung:
Wir sind offizeller Toyota Vertragspartner am Standort Küssnacht und Baar.

Toyota Service-aktivierte 10-Jahres-Garantie:
Nach der Werksgarantie von 3 Jahren (bis max. 100’000 km) verlängert sich Ihre Garantie nach jedem Service beim offiziellen Toyota Partner, automatisch um ein weiteres Jahr (max. bis 185’000 km innert 10 Jahren). So können Sie Ihren Toyota während Jahren sorglos fahren.

Kontaktperson:
Ihre Kontaktperson für dieses Fahrzeug ist
Peter Reichlin senior / 041 854 77 88","2023-09-25","Non"
"1697481278-461","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-limousine-2023-occasion-10876954","TOYOTA Yaris 1.5 VVT-i HSD GR Sport","","CHF 38'130.–","08.2023","Limousine","2'000 km","Hybride intégral essence/électrique","Boîte automatique variable","116 PS (85 kW)","Traction avant","4.3 l/100 km","Oui","30.08.2023","Non","Oui","Dès la 1ère mise en circulation, 36 mois ou 100'000 km","Zürichstrasse 99, 8610 Uster","Listing ID: 10876954","Super service nette Personal  Toyota  zuversichtlich Auto . Bin immer sehr zufrieden ...","2023-09-21","CHF 38'130"
"1697481291-462","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-coupe-occasion-10739982","TOYOTA YARIS GR","Circuit Pack Vettura Svizzera","CHF 38'700.–","02.2021","Coupé","28'200 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","-","Oui","","Non","Oui","Dès la 1ère mise en circulation, 36 mois ou 100'000 km","Via al Chiosso 1, 6948 Porza","Listing ID: 10739982","Professionalità e competenza","2023-08-02","Non"
"1697481304-463","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10659782","TOYOTA Yaris 1.6 GR Sport","Inkl. Original Winterräder und Premium Packet","CHF 38'900.–","05.2022","Petite voiture","14'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 36 mois ou 100'000 km","Mettlenstrasse 20, 3780 Gstaad / Lauenen","Listing ID: 10659782","","2023-06-30","Non"
"1697481319-464","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10823392","TOYOTA Yaris 1.6 GR Sport","Verkauf neuwertiger Gazoo Racing Yaris mit Circuit Pack","CHF 39'000.–","03.2022","Petite voiture","7'500 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","28.02.2022","Non","Non","","Teufenerstrasse 164, 9012 Sankt Gallen","Listing ID: 10823392","Verkauf neuwertiger Gazoo Racing Yaris mit Circuit Pack, wenig KM, Toyota Garantie und Toyota Service im Juli 2023 sowie zusätzlichen Winter-Kompletträdern

Details
-Aktuell keine Neubestellungen des GR möglich
-Neupreis Fahrzeug + Winterfelgen / Pneus ca. CHF 48 240

03.2022, erste Inverkehrsetzung. 

7 500 KM, Farbe Weiss.

Garantie Bestimmungen Toyota: 
Nach Ablauf der Werksgarantie von 3 Jahren (bis max. 100'000 km) tritt nach jedem Service bei einem offiziellen Toyota Partner die Anschlussgarantie gemäss Garantiebestimmungen in Kraft (max. bis 10 Jahre bzw. 185'000 km, es gilt das zuerst Erreichte).

CHF 40 500, Fixpreis

Danke für Berücksichtigung:
-Anfragen unter Fixpreis werden nicht beantwortet
-Bei effektiver Kaufabsicht kann das Fahrzeug gerne in St. Gallen besichtigt werden
-Nach Unterzeichnung Kaufvertrag und erfolgter Banküberweisung; Abholung Fahrzeug

Gerne beachten:
Fahrzeug wird im Auftrag Privatperson verkauft!","2023-09-03","Non"
"1697481334-465","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10915204","TOYOTA Yaris 1.6 GR Sport","CH-Fahrzeug aus 1. Hand, KW V3 Gewindefahrwerk, 18 Zoll AME Felgen, 8-fach bereift auf Felgen, Milltek Abgasanlage uvm.","CHF 39'800.–","11.2021","Petite voiture","43'500 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Ruessenstrasse 11, 6340 Baar","Listing ID: 10915204","Leasingbeispiel:
Verkaufspreis CHF 39‘800.-
Anzahlung CHF 4‘000.-
Laufzeit 48 Monate
Jahreskilometer 15‘000
Restwert: CHF 15‘000.-
monatliche Rate CHF 596.40

Herzlichen Dank, dass Sie sich für unser Fahrzeug interessieren.

Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können. Auto steht nicht vor Ort.

Eintausch, Leasing & Finanzierung möglich.

Trotz der grossen Sorgfalt sind Inseratsfehler nicht ausgeschlossen.
Irrtümer und Zwischenverkauf vorbehalten, Keine Gewähr für Ausstattungsdetails.

Wir freuen uns auf Ihre Kontaktaufnahme.

Ihr Auto Kay Team


Thank you for your interest in our vehicle.

Please make an appointment to view the vehicle so that we can make it available for you. Car is not on site.

Trade-in, leasing & financing possible.

Despite the great care taken, advertising errors are not excluded.
Errors and prior sale excepted, no guarantee for equipment details.

We look forward to hearing from you.

Your Auto Kay Team","2023-10-04","Non"
"1697481349-466","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10833634","TOYOTA Yaris 1.6 GR Sport","Originaler GR Yaris","CHF 39'900.–","03.2021","Petite voiture","13'500 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","03.02.2021","Non","Oui","Dès la 1ère mise en circulation, 99 mois ou 160'000 km","Hofwiesenstrasse 7, 8305 Dietlikon","Listing ID: 10833634","Zu verkaufen steht ein sehr gepflegter Yaris GR aus 1. Damenhand.

Fahrzeug befindet sich innen wie aussen in einem neuwertigen Zustand und wurde als 2. Wagen bewegt. Hierbei handelt es sich um ein Sommerfahrzeug ohne Winterreifen. Wartung wurde jährlich beim Toyota-Händler durchgeführt.

Alle Unterlagen wie Servicenachweise und Originalkaufvertrag sind vorhanden.

Besichtigung und Probefahrt nach Absprache mit der Besitzerin möglich, bitte direkt kontaktieren 079 273 74 17","2023-09-06","CHF 43'900"
"1697481362-467","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10673320","TOYOTA Yaris 1.6 GR Sport","Liebhaberfahrzeug aus 1. Hand, kein Winterbetrieb, kein Rennstreckenbetrieb Fahzeug mit ""Circuit Pack""!","CHF 39'900.–","04.2021","Petite voiture","8'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Huttwilstrasse 58, 4944 Auswil","Listing ID: 10673320","Liebhaberfahrzeug aus 1. Hand, kein Winterbetrieb, kein Rennstreckenbetrieb","2023-07-05","Non"
"1697481375-468","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10927712","TOYOTA Yaris 1.6 GR Sport","Jamais utilisé pour le circuit","CHF 40'000.–","08.2022","Petite voiture","9'600 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Non","","Rue Francois Bellot, 1206 Geneve","Listing ID: 10927712","Très bon état, bavette de rally, pneus hiver inclus","2023-10-09","Non"
"1697481388-469","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10702250","TOYOTA Yaris 1.6 GR Sport","Mit zusatzpacket Sport Plus ! 300PS / Milltek Auspuff Distanzscheiben und Heckflügel eingetragen","CHF 40'900.–","10.2022","Petite voiture","4'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","29.09.2022","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Wiesendangerstrasse 1, 8543 Bertschikon","Listing ID: 10702250","Professionell und zuvorkommend🙌","2023-07-15","CHF 49'500"
"1697481403-470","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10626628","TOYOTA Yaris 1.6 GR Sport","* CIRCUIT PACK *","CHF 40'900.–","09.2022","Petite voiture","5'800 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","23.08.2022","Non","Non","","8102 Oberengstringen","Listing ID: 10626628","* SPASSMOBIL IN PERFEKTER FARBKOMBI *
* NEUZUSTAND *
* CIRCUIT PACK *

* Vereinbaren Sie bitte einen Termin mit uns *
* Visite solo su appuntamento *
* Please make an appointment * 

Wir sprechen DEUTSCH
Noi parliamo ITALIANO
We speak ENGLISH

*** Ankauf & Eintausch von Ihrem Fahrzeug zu marktgerechten Preisen ***","2023-06-19","Non"
"1697481416-471","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10884584","TOYOTA Yaris 1.6 GR Sport","Premium","CHF 40'999.–","12.2021","Petite voiture","2'800 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","-","Oui","","Non","Non","","1225 GENEVE","Listing ID: 10884584","","2023-09-24","Non"
"1697481431-472","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10939022","TOYOTA Yaris 1.6 GR Sport","","CHF 41'000.–","04.2021","Petite voiture","11'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","-","Oui","","Non","Oui","Dès la 1ère mise en circulation, 36 mois","Via al Chiosso 1, 6948 Porza","Listing ID: 10939022","Professionalità e competenza","2023-10-13","Non"
"1697481446-473","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10930194","TOYOTA Yaris 1.6 GR Sport","Superbe véhicule CH avec Pack Circuit! Aileron arrière carbone, lame avant, etc...! A saisir!","CHF 41'890.–","11.2022","Petite voiture","16'600 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","22.11.2022","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Route de Saillon 178, 1926 Fully","Listing ID: 10930194","DISPONIBLE DE SUITE! Superbe véhicule CH avec beaucoup d'options à voir dans équipement standard et équipement option + Pack Circuit, aileron arrière carbone, lame avant, etc...! 1ère main! A saisir! Forfait livraison 510.-frs (plein de carburant, vignette autoroute, immatriculation + une surprise venant de nos producteurs locaux afin de les soutenir)

Echange, reprise même plus chère, crédit et leasing avantageux même sans apport!

// VISITE ET ESSAI UNIQUEMENT SUR RENDEZ-VOUS! /","2023-10-10","Non"
"1697481461-474","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10789830","TOYOTA Yaris 1.6 GR Sport","CH-Auto, Zustand wie neu","CHF 41'900.–","06.2022","Petite voiture","3'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","01.06.2022","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","6146 Grossdietwil","Listing ID: 10789830","Top CH-Auto, frisch ab Service, sehr gepflegt, Toyota Schweiz 10Jahre/185’000km Garantie, Leder-Alcantara Sportsitze, Rückfahrkamera, Dach im Carbon-design, Lenkradheizung, Sitzheizung, Sensoren: Verlassen der Spur, Distronic, Verkehrszeichen-Erkennung uvm.","2023-08-22","Non"
