web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,created-date,new-price,description-text
"1698001715-149","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10363227","SKODA Octavia 1.8 TFSI Elegance","AUTO SCHMERIKON  die günstigsten weit und breit GARANTIE, TOP-Eintausch Leasing Tel 055 282 10 00  Täglich OFFEN 8H-19H","CHF 4'500.–","05.2008","Break","134'100 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","7.4 l/100 km","Non","","Non","Non","","St. Gallerstrasse 41, 8716 Schmerikon","Listing ID: 10363227","2023-03-20","CHF 37'580","auto züri west eine SCHWEIZWEIT GÜNSTIGSTE - OCCASION
 Schön, dass Sie sich für unser Angebot interes-
sieren, dieses Fahrzeug steht bei uns in der Aus-
stellung und Sie können JEDERZEIT unverbindlich
  eine Probefahrt machen.
 
 400 weitere TOP OCCASIONEN AN LAGER
 - 12 MIT GARANTIE
 - SCHWEIZWEIT NIRGENDS GÜNSTIGER
 
 400 weitere NEUWAGEN AN LAGER
 - 28%-44% Superrabatt
 - DANK DIREKTIMPORT SCHWEIZWEIT NIRGENDS GÜNSTIGER
 - EUROPA WERKSGARANTIE 
 
 128 weitere TOP Angebote im robotergesteuerten AutoTower, in Minutenfrist zur Probefahrt bereit
 
 - IMMER SUPER EINTAUSCHOFFERTEN
 
 - BARANKAUF ALLER MARKEN 079 571 48 54 
 
 - TÄGLICH OFFEN 8-21 UHR SONNTAG BESICHTIGUNG
 
TOP Finanzierung mit ""azw FINANCE""  ab CHF 65 pro Monat mit oder ohne Anzahlung nach Ihrem Wunsch
 
  Garantie:
 
 
  Speziell zu erwähnen ist: 
   SUPER GELEGENHEIT! Toller Kombi zum HAMMERPREIS! Klimaautomatik, Licht-/Regensensor, 15"" Alufelgen, Metallic, Dachreling schwarz, Servo, doppelter Laderaumboden, Sicherheitstrennnetz, Nebelscheinwerfer, Sitzhöhenverstellung, Multif.-Lederlenkrad, Tempomat, Radio CD MP3, Armlehne vorne, Einparkhilfe hinten, Durchladeöffnung, Armlehne hinten, Zentralverriegelung mit Funk, 4x elektr. Fenster, elektr. Spiegel u.v.m. , Bei weiteren Fragen wenden Sie sich bitte an unsere Verkaufsberater!"
"1698001728-150","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10854975","SKODA Octavia 2.0 TDI RS","Besichtigung: Steigstrasse 26 8406 Winterthur.Parkhaus erste Stock.Kontakt: 0765165747","CHF 4'590.–","09.2008","Break","193'000 km","Diesel","Boîte manuelle","170 PS (125 kW)","Traction avant","5.8 l/100 km","Non","31.07.2021","Non","Non","","Steigstrasse 26, 8406 Winterthur","Listing ID: 10854975","2023-09-14","Non","Service gepflegt, (Zahnriemen & Wasser Pumpe mit 146000 erzatz werden ) lauft einwandfrei."
"1698001741-151","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2016-occasion-10934846","SKODA Octavia Combi 2.0 TDI Ambition 4x4","Unfallfahrzeug","CHF 4'600.–","04.2016","Break","143'000 km","Diesel","Boîte manuelle","150 PS (110 kW)","4 roues motrices","4.6 l/100 km","Non","","Oui","Non","","Werkstrasse 9, 3428 Wiler b. Utzenstorf","Listing ID: 10934846","2023-10-11","Non","Wenn sie von hinten bis vorne angelogen werden möchten sind sie hier richtig! ..."
"1698001754-152","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10884673","SKODA Octavia Combi 2.0 TDI Ambiente DSG","gepflegt/ läuft einwandfrei/ Zahnriemen Wasserpumpe ersetzt bei 213000 Km . Klima/Tempomat- Navi/ Bluetooth. B5b","CHF 4'700.–","11.2011","Break","270'000 km","Diesel","Boîte manuelle automatisée","140 PS (103 kW)","Traction avant","5.4 l/100 km","Non","15.01.2020","Non","Non","","Zürcherstrasse 42, 5330 Bad Zurzach","Listing ID: 10884673","2023-09-24","Non","Sehr korrekt gibts heute selten. sollte mehr solche Menschen geben."
"1698001767-153","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10940135","SKODA Octavia Combi 1.8 TSI AllDrive 4x4","VERGLEICHEN LOHNT SICH!!! 4x4 CH FZ ab Platz - ohne MFK & ohne Garantie...erhöhter Ölverbrauch nicht ausgeschlossen!","CHF 4'700.–","12.2012","Break","177'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.7 l/100 km","Non","30.09.2019","Non","Non","","Passwangstrasse 49, 4226 Breitenbach SO","Listing ID: 10940135","2023-10-13","Non","Navigationssystem AMUNDSEN
Anhängerkupplung abnehmbar
Klimatisierungsautomatik 
DAB+"
"1698001780-154","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2010-occasion-10814793","SKODA Octavia Combi 1.8 TSI Elegance DSG","","CHF 4'800.–","03.2010","Break","147'000 km","Essence","Boîte manuelle automatisée","160 PS (118 kW)","Traction avant","6.6 l/100 km","Non","","Non","Non","","Rue du Moulin 71, 3977 Granges vs","Listing ID: 10814793","2023-08-31","Non","Fuite d eau de radiateur"
"1698001793-155","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2006-occasion-10725095","SKODA Octavia 2.0 TFSI RS","Wimmis3752,BahnhofNord8A,Autobahn,Auffahrt,4x4Zentr.Nat-079/3341713,Mfk=Juli 23","CHF 4'800.–","10.2006","Break","301'000 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Oui","24.07.2023","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 20'000 km","Bahnhof Nord 8 A, 3752 Wimmis","Listing ID: 10725095","2023-07-25","Non","Sehr schön mechanisch Ok."
"1698001806-156","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10244201","SKODA Octavia 2.0 TDI RS","","CHF 4'900.–","06.2008","Break","190'667 km","Diesel","Boîte manuelle","170 PS (125 kW)","Traction avant","5.8 l/100 km","Oui","03.02.2023","Non","Non","","Gallierstrasse 4, 4313 Möhlin","Listing ID: 10244201","2023-02-09","Non","Guter zustand! Frisch Ab MFK..!"
"1698001819-157","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10389050","SKODA Octavia Combi 1.6 TDI Ambition 4x4","Frish ab MFK:27.03.2023 und Service ,4x4, Z.R. w.p. erz.","CHF 4'900.–","05.2012","Break","199'000 km","Diesel","Boîte manuelle","105 PS (77 kW)","4 roues motrices","5.4 l/100 km","Oui","27.03.2023","Non","Non","","auriedstrasse 65, 3178 Bösingen","Listing ID: 10389050","2023-03-28","Non",""
"1698001834-158","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2009-occasion-10495106","SKODA Octavia Combi 1.4 TSI Entry DSG","Ab MFK / DSG / Sitzheizung / Läuft einwandfrei","CHF 4'900.–","04.2009","Break","185'000 km","Essence","Boîte manuelle automatisée","122 PS (90 kW)","Traction avant","6.3 l/100 km","Oui","24.11.2021","Non","Non","","Unterstrasse, 8734 Ermenswil","Listing ID: 10495106","2023-05-04","Non","Vielen Dank für Ihr Interesse an einem unserer Fahrzeuge. 
Für eine Besichtigung Vorort bitte ein Termin vereinbaren. 
Trotz unserer Sorgfalt sind Inserationsfehler nicht auszuschliessen keine Gewähr für Ausstattungsdetails, Irrtümer und Zwischenverkauf vorbehalten."
"1698001849-159","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10862659","SKODA Octavia Combi 1.4 TSI Ambition DSG","Fahrzeug läuft einwandfrei / Klimaanlage / DSG / Tempomat","CHF 4'900.–","10.2012","Break","177'000 km","Essence","Boîte manuelle automatisée","122 PS (90 kW)","Traction avant","6.3 l/100 km","Non","06.03.2019","Non","Non","","Unterstrasse, 8734 Ermenswil","Listing ID: 10862659","2023-09-16","Non","Vielen Dank für Ihr Interesse an einem unserer Fahrzeuge. 
Für eine Besichtigung Vorort bitte ein Termin vereinbaren. 
Trotz unserer Sorgfalt sind Inserationsfehler nicht auszuschliessen keine Gewähr für Ausstattungsdetails, Irrtümer und Zwischenverkauf vorbehalten."
"1698001864-160","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10769986","SKODA Octavia Combi 1.4 TSI Ambition","Gepflegter Skoda Octavia ab MFK","CHF 4'900.–","05.2012","Break","203'000 km","Essence","Boîte manuelle","122 PS (90 kW)","Traction avant","6.3 l/100 km","Oui","30.11.2022","Non","Non","","Bremgartenstrasse 45, 5628 Aristau","Listing ID: 10769986","2023-08-14","Non","- Frisch ab großem Service 
- Ab MFK 11.2022
- 8-Fach bereift
- 2.Schlüssel
- Serviceheft vorhanden
- Neue Kupplung verbaut
____________________________________
- Alufelgen 
- Klimaanlage 
- Sitzheizung 
- Tempomat 
- Nebelscheinwerfer 
- El. Fensterheber 
- El. Außenspiegel 
_____________________________________
- Eintausch möglich 

Die Tamim Automobile GmbH bietet kein Leasing oder Teilzahlung an. Wir bitten Sie um Verständnis 

Bitte vor der Besichtigung einen Termin vereinbaren, da wir zwei Standorte haben. Besten Dank 

** ZEIT FÜR EINEN NEUEN ALTEN **

IHR TEAM TAMIM AUTOMOBILE"
"1698001877-161","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-limousine-1998-occasion-10718846","SKODA Octavia 1.6 GLX","AB MFK..TOP Zustand.!! Service gepflegt..Zahnriemen inkl. WP ers. bei 80000km..!! el. Glasschiebe.! 4 Winterräder komplett.!!","CHF 4'900.–","03.1998","Limousine","97'672 km","Essence","Automatique","101 PS (74 kW)","Traction avant","9.1 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 5'000 km","3302 Moosseedorf","Listing ID: 10718846","2023-07-22","Non",""
"1698001890-162","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2010-occasion-10938408","SKODA Octavia Combi 2.0 TSI RS DSG","Skoda Octavia 2.0i RS 2010 299.999km200 ps Leder dSg Getriebe Schiebedach Xenon Navigation8 fach","CHF 4'900.–","03.2010","Break","299'999 km","Essence","Boîte manuelle automatisée","200 PS (147 kW)","Traction avant","7.7 l/100 km","Non","","Non","Non","","Wiesenstrasse 30, 5412 Gebenstorf","Listing ID: 10938408","2023-10-12","Non",""
"1698001903-163","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2010-occasion-10899420","SKODA Octavia Combi 2.0 TDI Swiss Adventure 4x4","","CHF 4'900.–","06.2010","Break","204'000 km","Diesel","Boîte manuelle","140 PS (103 kW)","4 roues motrices","6.3 l/100 km","Non","28.01.2019","Non","Non","","Via San Gottardo  78B, 6500 Bellinzona","Listing ID: 10899420","2023-09-29","Non","Buonissima competenza nella vendita. Il cliente viene seguito anche dopo la vendita ..."
"1698001916-164","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2010-occasion-10956898","SKODA Octavia Combi 2.0 TSI RS","Ab MFK 26.06.2023","CHF 4'900.–","01.2010","Break","199'000 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.5 l/100 km","Non","26.06.2023","Non","Non","","Hauptstrasse 160, 9434 Au SG","Listing ID: 10956898","2023-10-19","Non","Best car dealership you will ever find! Excellent professionals! Couldn't have ..."
"1698001929-165","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-limousine-2000-occasion-10917122","SKODA Octavia 1.8 Turbo Laurin & Klement","°°°°°°°°Zahnriemen und Wasserpumpe ersetzt °°°°°°°°°°°°°°°°°","CHF 4'900.–","04.2000","Limousine","78'000 km","Essence","Automatique","150 PS (110 kW)","Traction avant","9.3 l/100 km","Oui","","Non","Non","","Hauptstrasse 18, 5502 Hunzenschwil","Listing ID: 10917122","2023-10-05","Non",""
"1698001942-166","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10862904","SKODA Octavia Combi 2.0 TDI Ambition","Schönes Auto, servicegepflegt mechanisch einwandfrei","CHF 4'900.–","11.2012","Break","199'000 km","Diesel","Boîte manuelle","140 PS (103 kW)","Traction avant","4.9 l/100 km","Non","09.10.2020","Non","Non","","Luzernerstrasse 4, 4806 Wikon","Listing ID: 10862904","2023-09-16","Non","Ausstellungsort:
Auto Wiss
Kantonsstrasse 7
6232 Geuensee"
"1698001957-167","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2000-occasion-10644945","SKODA Octavia 1.8 T Laurin&Kl.","Leder / Klima / 8 fach bereift / Ab Service und Mfk. .....","CHF 4'980.–","05.2002","Break","117'000 km","Essence","Automatique","150 PS (110 kW)","Traction avant","9.3 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 3'000 km","Gasterstrasse 956, 8723 Rufi","Listing ID: 10644945","2023-06-26","Non","Ihre RovaGarage in Rufi bei Schänis bietet geprüfte qualitäts Fahrzeuge für die ganze Schweiz an. Gerne beraten wir Sie Telefonisch, per Chat oder am liebsten persönlich. Mehr Informationen zum Fahrzeug und zu uns finden Sie auf rovagarage.ch.

Wir freuen uns auf Ihre Kontaktaufnahme."
"1698001972-168","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2007-occasion-9804250","SKODA Octavia 1.9 TDI Elegance","Automat / Anhängerkupplung / Glas-Schiebedach / Zahnriemen ersetzt / neue Sommerreifen / ab MFK 7.2022","CHF 4'999.–","08.2007","Break","238'800 km","Diesel","Boîte manuelle automatisée","105 PS (77 kW)","Traction avant","6.1 l/100 km","Oui","12.07.2022","Non","Non","","Unterdorfstrasse 46, 3185 Schmitten FR","Listing ID: 9804250","2022-11-14","Non","Automat / Anhängerkupplung / Schiebedach / neu Zahnriemen ersetzt / ab MFK 7.2022"
"1698001985-169","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10437716","SKODA Octavia 2.0 TFSI RS","","CHF 4'999.–","05.2008","Break","235'000 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Oui","16.11.2021","Non","Non","","Zürcherstrasse 23, 8317 Tagelswangen","Listing ID: 10437716","2023-04-14","Non","Service gepflegt, …Navi….AB MFK…"
"1698001998-170","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2010-occasion-10812037","SKODA Octavia Combi 1.4 TSI Ambiente DSG","Läuft gut. Ohne MFK. Automat.","CHF 4'999.–","05.2010","Break","213'000 km","Essence","Boîte manuelle automatisée","122 PS (90 kW)","Traction avant","6.3 l/100 km","Non","15.01.2020","Non","Non","","Hertistrasse 10, 8304 Zürich - Wallisellen","Listing ID: 10812037","2023-08-30","Oui","Läuft gut. Ohne MFK. Automat"
"1698002011-171","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-limousine-2010-occasion-10918941","SKODA Octavia 2.0 TSI RS DSG","","CHF 4'999.–","06.2010","Limousine","187'000 km","Essence","Boîte manuelle automatisée","200 PS (147 kW)","Traction avant","7.7 l/100 km","Non","05.10.2021","Non","Non","","Eggerswil 10, 6207 Notwil","Listing ID: 10918941","2023-10-05","Non","Motor und Getriebe ist alles in Ordnung aber es hat leichte Hagel schade"
"1698002024-172","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10933239","SKODA Octavia Combi 2.0 TDI RS DSG","Auto läuft nicht Hochdruckpumpe defekt.","CHF 4'999.–","01.2011","Break","198'303 km","Diesel","Boîte manuelle automatisée","170 PS (125 kW)","Traction avant","6 l/100 km","Non","","Non","Non","","Eichstrasse 30, 8107 Buchs Zürich","Listing ID: 10933239","2023-10-11","Oui","Auto läuft nicht Hochdruckpumpe defekt."
"1698002037-173","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2013-occasion-10949164","SKODA Octavia Combi 1.6 TDI Elegance DSG","Automatik 3 und 4 geht nicht","CHF 4'999.–","07.2013","Break","281'756 km","Diesel","Boîte manuelle automatisée","105 PS (77 kW)","Traction avant","4 l/100 km","Oui","25.04.2023","Non","Non","","Schürmatt 3, 6247 Schötz beim LANDI und ALDI (Kanton Luzern)","Listing ID: 10949164","2023-10-17","Non",""
"1698002050-174","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10880152","SKODA Octavia Combi 1.8 TSI Swiss Adventure 4x4","VERGLEICHEN LOHNT SICH!!! 4x4 CH FZ ab Platz - ohne MFK & ohne Garantie...erhöhter Ölverbrauch nicht ausgeschlossen!","CHF 4'999.–","10.2011","Break","153'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.7 l/100 km","Non","15.01.2019","Non","Non","","Passwangstrasse 49, 4226 Breitenbach SO","Listing ID: 10880152","2023-09-22","Non","VERGLEICHEN LOHNT SICH!!! 4x4 CH FZ ab Platz - ohne MFK & ohne Garantie...erhöhter Ölverbrauch nicht ausgeschlossen!"
"1698002063-175","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10550444","SKODA Octavia Combi 2.0 TDI AllDrive 4x4 DSG","","CHF 5'000.–","05.2011","Break","278'000 km","Diesel","Boîte manuelle automatisée","140 PS (103 kW)","4 roues motrices","5.9 l/100 km","Non","30.01.2020","Non","Non","","Route Industrielle 12, 1860 Aigle","Listing ID: 10550444","2023-05-24","Non",""
"1698002076-176","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-limousine-2008-occasion-10692202","SKODA Octavia 2.0 Turbo FSI RS","Fährt einwandfrei, war regelmässig im Service.","CHF 5'000.–","02.2008","Limousine","195'000 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Non","10.04.2021","Non","Non","","Luzernerstrasse 4, 4806 Wikon","Listing ID: 10692202","2023-07-12","Non",""
"1698002089-177","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2009-occasion-10322383","SKODA Octavia Combi 1.9 TDI Adventure 4x4","Mit frisch Service und MFK","CHF 5'200.–","04.2009","Break","278'131 km","Diesel","Boîte manuelle","105 PS (77 kW)","4 roues motrices","6 l/100 km","Oui","","Non","Non","","Zürichstrasse 105, 8606 Nänikon","Listing ID: 10322383","2023-03-07","Non","Frisch Service und frisch mfk"
"1698002102-178","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10874299","SKODA Octavia Combi 1.8 TSI Ambition DSG","Top Zustand regelmäßig Hagel schade Motor Haube Und Dach","CHF 5'300.–","06.2012","Break","205'600 km","Essence","Boîte manuelle automatisée","160 PS (118 kW)","Traction avant","6.6 l/100 km","Non","27.01.2022","Non","Non","","Aeussere Luzernerstrasse 16, 4665 Oftringen","Listing ID: 10874299","2023-09-20","Non","Top Zustand regelmäßig Service"
"1698002115-179","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2009-occasion-10896244","SKODA Octavia Combi 2.0 TSI RS DSG","Sehr gepflegt. Motor und Getriebe sind in Ordnung ( perfekt ) Automatisch Getriebe/ Klima/ Tempomat/voll Leder/ b5a","CHF 5'300.–","08.2009","Break","210'000 km","Essence","Boîte manuelle automatisée","200 PS (147 kW)","Traction avant","7.7 l/100 km","Non","21.09.2021","Non","Non","","Zürcherstrasse 42, 5330 Bad Zurzach","Listing ID: 10896244","2023-09-28","Non","Bluetooth/ Schiebedach/ Parksensor/ zwei Schlüsseln. Xenon"
